fesc FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
0.6 9.84310732581098e+20 7.384085183883283e+20 6.418821262964794e+20 9.349801720392985e+20 9.499480770631622e+20 9.529158728709888e+20 7.687480059250343e+20 8.03732766067143e+20 45.72579231975853 144.36388223479855 44.840177929970885 234.92985248452797
0.61 9.830570691637366e+20 7.368819880015494e+20 6.397426472580138e+20 9.341283030587732e+20 9.473480190901683e+20 9.512749784328841e+20 7.66248339721214e+20 8.026388867928403e+20 44.63658584308907 140.91571775405427 43.76621964668985 229.3185232438332
0.62 9.818034057463751e+20 7.353554576147703e+20 6.37603168219548e+20 9.332764340782482e+20 9.447479611171745e+20 9.496340839947795e+20 7.637486735173937e+20 8.015450075185377e+20 43.54474062027579 137.45965930100513 42.689947502295624 223.69434742357652
0.63 9.805497423290135e+20 7.338289272279914e+20 6.35463689181082e+20 9.324245650977228e+20 9.421479031441807e+20 9.479931895566749e+20 7.612490073135732e+20 8.004511282442353e+20 42.450247050624114 133.99567973677324 41.6113540108451 218.05728079824246
0.64 9.792960789116521e+20 7.323023968412125e+20 6.333242101426164e+20 9.315726961171975e+20 9.395478451711868e+20 9.463522951185704e+20 7.58749341109753e+20 7.993572489699328e+20 41.35309548680862 130.5237517979361 40.530431654068394 212.4072789388131
0.65 9.780424154942907e+20 7.307758664544335e+20 6.311847311041504e+20 9.307208271366724e+20 9.369477871981928e+20 9.447114006804659e+20 7.562496749059325e+20 7.982633696956303e+20 40.25327623458952 127.04384809581123 39.44717288119405 206.7442972115948
0.66 9.767887520769291e+20 7.292493360676545e+20 6.290452520656846e+20 9.29868958156147e+20 9.34347729225199e+20 9.430705062423613e+20 7.537500087021121e+20 7.97169490421328e+20 39.150779552527254 123.55594111573625 38.36157010877328 201.0682907770368
0.67 9.755350886595675e+20 7.277228056808756e+20 6.269057730272187e+20 9.290170891756217e+20 9.317476712522052e+20 9.414296118042566e+20 7.512503424982917e+20 7.960756111470255e+20 38.04559565169472 120.06000321634355 37.27361572050304 195.37921458854132
0.68 9.742814252422062e+20 7.261962752940967e+20 6.24766293988753e+20 9.281652201950966e+20 9.291476132792111e+20 9.397887173661521e+20 7.487506762944715e+20 7.94981731872723e+20 36.937714695387754 116.5560066288299 36.183302067047826 189.6770233912655
0.6900000000000001 9.730277618248449e+20 7.246697449073178e+20 6.226268149502872e+20 9.273133512145713e+20 9.265475553062173e+20 9.381478229280476e+20 7.462510100906511e+20 7.938878525984204e+20 35.827126798833056 113.04392345622169 35.0906214658605 183.96167172091526
0.7000000000000001 9.717740984074832e+20 7.231432145205388e+20 6.204873359118213e+20 9.26461482234046e+20 9.239474973332235e+20 9.36506928489943e+20 7.437513438868308e+20 7.92793973324118e+20 34.71382202889447 109.52372567263403 33.99556620100176 178.23311390253025
0.71 9.705204349901217e+20 7.216166841337598e+20 6.183478568733555e+20 9.256096132535207e+20 9.213474393602296e+20 9.348660340518384e+20 7.412516776830104e+20 7.917000940498155e+20 33.5977904037766 105.99538512252578 32.89812852295855 172.49130404926092
0.72 9.692667715727604e+20 7.200901537469808e+20 6.162083778348897e+20 9.247577442729956e+20 9.187473813872358e+20 9.332251396137337e+20 7.387520114791901e+20 7.906062147755129e+20 32.479021892726614 102.45887351994841 31.79830064846128 166.7361960611363
0.73 9.68013108155399e+20 7.185636233602019e+20 6.14068898796424e+20 9.239058752924702e+20 9.161473234142419e+20 9.315842451756293e+20 7.362523452753697e+20 7.895123355012106e+20 31.357506415733745 98.91416244779057 30.69607476029977 160.9677436238241
0.74 9.667594447380374e+20 7.17037092973423e+20 6.119294197579581e+20 9.23054006311945e+20 9.135472654412479e+20 9.299433507375245e+20 7.337526790715494e+20 7.88418456226908e+20 30.23323384322647 95.3612233570167 29.59144300713811 155.18590020738128
0.75 9.655057813206758e+20 7.155105625866439e+20 6.097899407194923e+20 9.222021373314198e+20 9.109472074682541e+20 9.2830245629942e+20 7.31253012867729e+20 7.873245769526055e+20 29.10619399576761 91.80002756590056 28.48439750332818 149.39061906499637
0.76 9.642521179033145e+20 7.13984032199865e+20 6.076504616810265e+20 9.213502683508946e+20 9.083471494952603e+20 9.266615618613156e+20 7.287533466639086e+20 7.86230697678303e+20 27.97637664374707 88.2305462592536 27.37493032872202 143.58185323172268
0.77 9.629984544859529e+20 7.124575018130861e+20 6.055109826425605e+20 9.204983993703692e+20 9.057470915222662e+20 9.25020667423211e+20 7.262536804600882e+20 7.851368184040007e+20 26.843771507072336 84.65275048764757 26.263033528482975 137.7595555232029
0.78 9.617447910685917e+20 7.10930971426307e+20 6.033715036040947e+20 9.196465303898442e+20 9.031470335492725e+20 9.233797729851064e+20 7.237540142562678e+20 7.840429391296978e+20 25.708368254856715 81.06661116663204 25.14869911289552 131.92367853438427
0.79 9.6049112765123e+20 7.094044410395281e+20 6.012320245656289e+20 9.187946614093188e+20 9.005469755762786e+20 9.217388785470017e+20 7.212543480524475e+20 7.829490598553956e+20 24.57015650510519 77.47209907594623 24.031919057173983 126.0741746382254
0.8 9.592374642338685e+20 7.078779106527492e+20 5.99092545527163e+20 9.179427924287935e+20 8.979469176032847e+20 9.200979841088971e+20 7.187546818486272e+20 7.818551805810931e+20 23.429125824397993 73.86918485872539 22.912685301269782 120.21099598439318
0.81 9.57983800816507e+20 7.063513802659703e+20 5.969530664886972e+20 9.170909234482684e+20 8.953468596302909e+20 9.184570896707926e+20 7.162550156448068e+20 7.807613013067905e+20 22.28526572757182 70.25783902070157 21.790989749677646 114.33409449795104
0.8200000000000001 9.567301373991457e+20 7.048248498791911e+20 5.948135874502314e+20 9.16239054467743e+20 8.92746801657297e+20 9.168161952326878e+20 7.137553494409865e+20 7.79667422032488e+20 21.138565677398653 66.63803192939878 20.666824271240348 108.44342187803778
0.8300000000000001 9.55476473981784e+20 7.032983194924123e+20 5.926741084117656e+20 9.153871854872177e+20 8.90146743684303e+20 9.151753007945832e+20 7.11255683237166e+20 7.785735427581856e+20 19.98901508426218 63.00973381332257 19.540180698952256 102.538929596537
0.84 9.542228105644228e+20 7.017717891056333e+20 5.905346293732998e+20 9.145353165066926e+20 8.875466857113092e+20 9.135344063564789e+20 7.087560170333458e+20 7.774796634838831e+20 18.83660330583187 59.37291476114377 18.411050829761567 96.62056889673721
0.85 9.529691471470612e+20 7.002452587188545e+20 5.883951503348339e+20 9.136834475261673e+20 8.849466277383154e+20 9.118935119183744e+20 7.062563508295253e+20 7.763857842095805e+20 17.681319646734437 55.7275447208765 17.279426424371184 90.68829079198213
0.86 9.517154837296995e+20 6.987187283320755e+20 5.862556712963682e+20 9.12831578545642e+20 8.823465697653214e+20 9.102526174802697e+20 7.037566846257049e+20 7.752919049352781e+20 16.523153358223116 52.073593499050524 16.145299207038345 84.74204606431198
0.87 9.504618203123382e+20 6.971921979452966e+20 5.8411619225790225e+20 9.119797095651169e+20 8.797465117923275e+20 9.086117230421651e+20 7.012570184218847e+20 7.741980256609755e+20 15.362093637844195 48.4110307598775 15.008660865372855 78.78178526309455
0.88 9.492081568949768e+20 6.956656675585176e+20 5.8197671321943645e+20 9.111278405845915e+20 8.771464538193337e+20 9.069708286040605e+20 6.987573522180643e+20 7.731041463866731e+20 14.198129629101212 44.73982602441157 13.869503050134032 72.80745870364682
0.89 9.479544934776153e+20 6.941391371717386e+20 5.798372341809706e+20 9.102759716040662e+20 8.745463958463399e+20 9.053299341659558e+20 6.962576860142439e+20 7.720102671123707e+20 13.031250421116528 41.05994866970382 12.727817375026245 66.81901646584659
0.9 9.46700830060254e+20 6.926126067849595e+20 5.776977551425048e+20 9.09424102623541e+20 8.71946337873346e+20 9.036890397278512e+20 6.937580198104236e+20 7.70916387838068e+20 11.861445048290463 37.37136792795089 11.583595416493136 60.81640839273449
0.91 9.454471666428923e+20 6.910860763981806e+20 5.75558276104039e+20 9.085722336430155e+20 8.693462799003521e+20 9.020481452897468e+20 6.912583536066033e+20 7.698225085637657e+20 10.688702489957738 33.67405288563738 10.436828713510439 54.79958408910555
0.92 9.441935032255307e+20 6.895595460114017e+20 5.7341879706557324e+20 9.077203646624904e+20 8.667462219273583e+20 9.004072508516422e+20 6.887586874027829e+20 7.687286292894632e+20 9.513011670041436 29.967972482672273 9.287508767377433 48.76849292009114
0.93 9.429398398081694e+20 6.880330156246228e+20 5.712793180271073e+20 9.068684956819651e+20 8.641461639543644e+20 8.987663564135377e+20 6.862590211989625e+20 7.676347500151606e+20 8.334361456704267 26.253095511519227 8.135627041507004 42.72308400973049
0.9400000000000001 9.416861763908078e+20 6.865064852378438e+20 5.6913983898864144e+20 9.0601662670144e+20 8.615461059813705e+20 8.97125461975433e+20 6.83759354995142e+20 7.665408707408582e+20 7.152740661997263 22.529390616320487 6.981174961214265 36.66330623953201
0.9500000000000001 9.404325129734464e+20 6.849799548510648e+20 5.6700035995017563e+20 9.051647577209147e+20 8.589460480083765e+20 8.954845675373285e+20 6.812596887913216e+20 7.654469914665558e+20 5.968138041505767 18.796826292014806 5.8241439135038195 30.58910824702439
0.96 9.39178849556085e+20 6.834534244642858e+20 5.648608809117099e+20 9.043128887403895e+20 8.563459900353826e+20 8.938436730992241e+20 6.787600225875014e+20 7.643531121922532e+20 4.780542293992766 15.055370883448889 4.664525246855552 24.500438424297208
0.97 9.379251861387235e+20 6.819268940775069e+20 5.6272140187324396e+20 9.034610197598643e+20 8.537459320623888e+20 8.922027786611192e+20 6.76260356383681e+20 7.632592329179507e+20 3.5899420610394586 11.30499258448236 3.502310271008955 18.397244916530774
0.98 9.366715227213622e+20 6.80400363690728e+20 5.6058192283477816e+20 9.02609150779339e+20 8.51145874089395e+20 8.905618842230147e+20 6.737606901798607e+20 7.621653536436482e+20 2.3963259266832146 7.545659437086741 2.337490256746111 12.279475620516067
0.99 9.354178593040007e+20 6.788738333039489e+20 5.584424437963124e+20 9.017572817988136e+20 8.485458161164011e+20 8.889209897849102e+20 6.712610239760402e+20 7.610714743693457e+20 1.1996824170526532 3.7773393304375373 1.170056435673103 6.147078183163293
